TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_UF_PROVA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
8;F;1;3;1;1;1;1;1;0;32;ES;550.6;573.1;516;530.6;760
5;M;0;1;1;1;1;1;3;0;31;MG;;;;;
6;M;0;3;1;1;3;1;1;0;33;RJ;;;;;
3;M;0;3;1;1;1;1;;0;25;PB;452.5;453.8;521.9;605.3;360
4;F;0;1;1;1;2;1;1;0;35;SP;;;;;
2;F;0;2;1;2;0;2;1;0;29;BA;553.9;657.9;577.6;607.1;620
3;M;0;1;1;2;0;2;1;0;52;GO;447.2;446;340.7;474;340
3;M;0;0;1;2;0;1;1;0;53;DF;606.6;559;550.4;519.5;500
2;F;0;3;2;2;0;2;1;0;33;RJ;455.4;488;490.1;392.1;680
4;M;0;3;1;1;2;1;1;0;52;GO;490.3;538.3;482.2;550.2;480
3;M;0;1;1;2;0;2;1;0;29;BA;525.3;651.1;612.6;495.5;880
4;F;;2;1;1;2;1;1;0;29;BA;410.9;658.6;632.3;521.5;680
5;M;1;3;1;1;1;1;1;0;21;MA;448.8;471.3;405.3;388;320
11;M;0;2;1;1;2;1;1;0;22;PI;;;;;
15;F;1;3;1;1;12;1;;0;35;SP;;;;;
3;F;0;2;1;2;0;2;1;0;29;BA;469.2;615.9;554.7;573.3;360
6;F;0;3;1;1;3;1;1;0;13;AM;480.6;557.3;456.6;651;560
7;F;0;3;1;1;4;1;1;0;52;GO;;552.4;482.1;;360
2;M;0;3;1;2;0;4;1;0;25;PB;427.7;588.6;575.4;664.6;660
9;F;1;1;1;1;9;1;1;0;24;RN;496.4;613.9;553.2;472;500
2;F;0;0;1;2;0;2;1;0;41;PR;397.9;583.7;533.8;526.2;400
2;M;0;2;1;2;0;2;1;0;35;SP;464.3;558.4;552.3;505.4;320
7;F;0;2;1;1;5;1;;0;17;TO;429.5;561.7;418.6;538.4;360
3;F;0;1;1;2;0;1;1;0;31;MG;520.2;596.6;434.3;476.1;460
5;M;0;3;1;1;3;1;1;0;25;PB;473.6;633.3;615.2;498.7;560
4;F;0;3;1;1;1;1;1;0;29;BA;376.9;549.3;448.4;393.6;360
2;F;0;3;1;2;0;2;1;0;31;MG;411.5;505.4;395.2;449;300
3;F;0;1;2;2;0;2;1;0;31;MG;455.6;535.8;420.7;434;560
9;F;0;3;1;1;7;1;1;0;15;PA;392.7;537.1;446.3;443.5;360
2;F;0;3;1;2;0;4;1;0;26;PE;635.4;478.1;605.7;700.8;960
10;F;2;3;1;1;8;1;1;0;23;CE;443.4;543.7;503.3;493.9;560
4;M;0;1;1;1;2;1;;0;26;PE;605.1;664.4;535.5;659.6;820
2;F;0;1;2;3;0;1;;1;35;SP;;;;;
5;M;0;3;1;1;1;1;1;0;11;RO;436.5;542.5;478.7;454.8;640
4;F;0;3;1;1;3;1;1;0;35;SP;434.7;557.1;594.1;566;800
6;F;0;3;1;1;5;1;1;0;29;BA;414.7;647.7;549.2;513.8;540
3;F;;0;1;2;0;2;1;0;31;MG;568.7;682.4;625.4;577.9;720
11;F;0;1;1;1;8;1;1;0;29;BA;451;482.1;457.5;434.7;560
2;F;0;1;1;2;0;4;1;0;41;PR;698.2;723.4;699.5;768.5;680
3;M;0;2;1;1;1;1;;0;35;SP;509.6;616.9;567.3;557.8;300
6;F;0;3;1;1;1;1;1;0;28;SE;398.2;585.9;561.2;582;340
2;F;0;1;1;2;0;1;1;0;31;MG;514.1;505.3;531.8;454.7;760
3;M;0;3;1;1;1;1;1;0;23;CE;509.8;569.8;504.6;455;600
17;F;1;1;1;2;0;2;3;0;35;SP;463.4;564.6;399.2;417.4;240
5;F;0;1;1;2;0;2;1;0;15;PA;435.3;546.8;568.4;413.7;500
5;M;0;2;1;1;3;1;1;0;21;MA;560.3;601.8;518.8;636.3;300
3;F;0;2;1;1;1;1;;0;35;SP;521.8;642.6;573.5;663.7;700
4;F;0;3;1;1;2;1;1;0;26;PE;;;;;
3;F;0;3;1;1;1;1;1;0;31;MG;;;;;
11;F;0;3;1;1;7;1;1;0;33;RJ;;;;;
15;M;1;2;1;1;12;1;1;0;41;PR;583.5;658;549.2;604.3;460
10;M;0;1;1;1;6;1;3;0;35;SP;518.1;611.1;615.3;687.4;800
5;F;0;2;2;1;2;1;1;0;33;RJ;;;;;
3;M;0;2;1;2;0;1;1;0;31;MG;;609.5;529.1;;420
2;F;0;1;1;2;0;2;1;0;41;PR;528.6;450.7;509.5;493.3;600
3;F;0;3;1;2;0;2;1;0;29;BA;439.9;624.8;467.7;408;560
4;M;0;3;1;1;1;1;1;0;12;AC;;;;;
5;M;0;3;1;1;3;1;1;0;26;PE;490;533.5;470.4;541.4;340
13;F;1;1;1;1;1;1;;0;41;PR;504.4;637.4;549.1;406.2;360
3;F;0;1;1;2;0;2;1;0;35;SP;407;550;514.3;446.9;480
2;F;0;3;1;2;0;2;1;0;52;GO;611.2;603.5;585.7;621.9;480
10;F;0;3;2;1;4;1;1;0;31;MG;406.7;549.8;475.3;392.6;340
2;F;0;1;1;2;0;1;1;0;50;MS;611.8;617.3;582;651.3;560
5;F;0;3;1;1;1;1;1;0;53;DF;;;;;
7;F;0;3;1;1;2;1;3;0;25;PB;;;;;
15;M;1;2;1;1;12;1;1;0;22;PI;582.7;624.2;549.6;498;480
3;F;0;3;1;2;0;1;1;0;41;PR;;519.4;524.2;;300
13;F;;3;1;1;12;1;;0;35;SP;577.4;679.7;589.3;628.5;660
4;F;0;3;1;1;1;1;1;0;29;BA;521.5;556.2;537.4;494.6;640
12;M;1;1;1;1;9;1;3;0;11;RO;516.4;622.8;552.5;417.7;900
6;F;0;1;1;1;4;1;1;0;31;MG;598;576.7;555;684.7;620
2;F;0;1;1;2;0;4;1;0;53;DF;647.7;706.4;633.2;637.6;660
3;F;0;1;1;1;1;1;1;0;50;MS;;;;;
11;F;0;3;1;1;9;1;1;0;33;RJ;;;;;
4;F;0;3;1;1;1;1;;0;52;GO;456;508.7;445.7;604.6;400
12;F;0;3;1;1;4;1;1;0;21;MA;403.9;479.3;427;484.6;360
9;M;0;3;1;1;7;1;1;0;35;SP;417.1;659.6;620.9;674.2;520
5;F;0;3;1;1;2;1;1;0;23;CE;380.4;472.8;466.4;397.3;300
3;M;0;2;1;1;1;1;1;0;21;MA;515.5;462.1;465.1;535.3;520
2;F;0;3;1;2;0;2;1;0;23;CE;367.4;471.7;512.4;519.2;620
3;M;0;2;1;2;0;2;1;0;31;MG;504;626.4;512;505.7;500
4;F;0;3;2;2;0;2;1;0;52;GO;;427.3;370.1;;260
4;F;0;2;1;1;1;1;;0;29;BA;399.4;608.9;556;464.8;640
7;F;0;2;1;1;1;1;1;0;29;BA;464.1;420.8;515.8;501.9;340
12;F;0;3;1;1;7;1;3;0;13;AM;426;567.8;507.6;488.3;480
2;F;0;3;1;3;0;1;;1;26;PE;452.5;522.5;556.3;477.6;340
2;M;0;3;1;1;1;1;1;0;27;AL;474.1;515;411.2;552;700
8;F;0;3;1;1;5;1;3;0;29;BA;495.7;552.7;522.7;579;220
14;F;1;3;1;1;2;1;3;0;31;MG;;;;;
7;F;0;2;1;1;4;1;;0;23;CE;431.2;607.8;516.1;574.2;0
14;F;0;3;1;1;1;1;;0;52;GO;;640.9;523.1;;540
3;F;0;1;1;2;0;2;1;0;33;RJ;474.7;414.2;462.4;443.7;540
5;F;0;3;1;1;3;1;1;0;29;BA;442.7;572.1;432.4;406.8;640
2;F;0;3;2;2;0;4;1;0;53;DF;589.6;595.4;568.9;668.2;420
3;F;0;1;1;1;1;1;1;0;42;SC;570.6;607.9;559.6;413.3;460
2;F;0;4;2;2;0;2;1;0;32;ES;411.7;580.2;474.2;374.2;520
3;M;0;3;1;2;0;2;1;0;29;BA;505.7;590.6;575.4;499.8;240
8;F;0;3;1;1;7;1;;0;27;AL;473.9;534.9;540.9;569.9;560
4;M;0;2;1;1;1;1;1;0;43;RS;502.3;554.6;482.8;532.6;480
3;M;0;3;1;2;0;2;1;0;23;CE;442.5;457.5;462.4;412.8;480
11;F;0;1;1;1;10;1;1;0;33;RJ;;;;;
8;M;0;3;1;1;5;1;1;0;26;PE;550.4;586.2;522.3;526.5;400
6;F;0;3;1;2;0;2;1;0;29;BA;;;;;
15;M;1;3;1;1;12;1;1;0;35;SP;498.3;625.2;548.8;545.3;300
9;F;0;3;1;1;8;1;1;0;24;RN;524.2;653.3;579.5;395.6;340
4;F;0;4;1;1;1;1;;0;28;SE;612.6;528.7;554.5;475.9;640
2;M;0;3;1;2;0;2;1;0;28;SE;;508.9;454;;300
1;F;0;1;1;3;0;1;;1;41;PR;489.2;521.3;402;446.7;340
2;F;0;3;1;2;0;2;1;0;50;MS;456.3;541;509.1;452.6;520
9;M;0;3;1;1;4;1;3;0;33;RJ;495.7;647.9;589.9;673.7;840
12;M;1;3;1;1;11;1;;0;51;MT;379;446.5;482.7;450.9;260
2;F;0;3;1;2;0;2;1;0;23;CE;577.4;645.8;632.4;639.7;560
10;F;0;1;1;1;8;1;;0;33;RJ;;550.3;509.6;;320
1;F;0;3;1;2;0;2;1;0;21;MA;426.2;451.5;431.4;521;380
2;F;0;2;1;2;0;2;1;0;29;BA;431.8;520.8;478.1;534.9;380
1;F;0;3;1;3;0;1;;1;52;GO;530.6;620.5;574.5;563.9;740
4;M;0;2;1;2;0;2;1;0;50;MS;464.1;499.8;546.6;517.2;680
11;F;0;3;1;1;9;1;1;0;15;PA;;;;;
4;F;;2;1;2;0;1;1;0;33;RJ;418.8;565.6;471;464.7;380
3;F;0;3;1;2;0;1;1;0;33;RJ;462.1;581.8;494.5;472.3;460
4;F;0;3;1;1;1;1;1;0;31;MG;374.8;583.2;562;542;580
7;M;0;3;1;1;3;1;;0;21;MA;;420.9;489.5;;340
2;F;0;1;1;2;0;1;1;0;33;RJ;447;538.4;493.7;398.2;380
11;F;0;2;1;1;9;1;1;0;33;RJ;450.4;613.8;567.8;494;540
10;F;0;3;1;1;8;1;1;0;25;PB;447.6;592.8;490.7;394.5;540
9;F;0;3;2;1;6;1;;0;51;MT;;;;;
3;F;0;3;1;2;0;4;1;0;15;PA;588.7;664.9;603.8;614.4;620
4;F;0;1;1;2;0;2;1;0;35;SP;463.6;522.1;468.6;447.1;360
3;F;0;1;1;1;1;1;;0;26;PE;429.4;600.5;593.7;397.4;620
6;F;0;3;1;1;4;1;;0;21;MA;642.6;679.7;608.3;745.6;900
3;F;0;1;1;2;0;2;1;0;42;SC;423.7;570.9;506.1;494.7;320
3;M;0;3;1;1;1;1;;0;31;MG;634.1;682;648.2;757.2;380
7;F;0;2;1;1;1;1;3;0;41;PR;;627.5;546.5;;360
2;F;0;3;1;3;0;1;;1;51;MT;505.4;491.4;386.1;454.9;500
4;M;0;3;1;1;2;1;;0;33;RJ;;;;;
10;F;;2;1;1;5;1;;0;29;BA;461.2;481.3;401.7;461.4;500
5;F;0;1;1;1;2;1;;0;31;MG;557.9;628.6;546.5;470.5;660
7;M;0;3;1;1;3;1;;0;41;PR;567.6;608;576;454.8;740
3;F;0;3;2;2;0;2;1;0;51;MT;459.7;476.4;445.2;434.3;520
3;F;0;3;1;2;0;2;1;0;23;CE;415.1;466.5;326.8;393.2;0
3;F;0;1;1;1;1;1;;0;41;PR;611.4;618.5;540;431.8;640
2;M;0;1;1;3;0;1;;1;21;MA;500.7;514.6;461.3;538.7;540
11;F;0;2;1;1;10;1;1;0;33;RJ;;;;;
4;F;0;3;1;1;2;1;1;0;26;PE;433.4;411.7;464.3;549;580
5;F;0;3;1;1;3;1;;0;51;MT;;;;;
2;M;0;3;1;2;0;4;1;0;32;ES;637.4;657.1;627.7;852.5;540
2;F;0;3;1;2;0;2;1;0;35;SP;545.3;430.4;508.7;522.6;360
2;F;0;2;1;2;0;2;1;0;51;MT;424.5;481.5;515.5;453.6;380
11;M;1;1;1;1;12;1;;0;35;SP;603.8;639.3;556.5;536.9;700
11;F;0;3;1;2;0;2;3;0;23;CE;;;;;
7;M;0;3;1;1;4;1;1;0;21;MA;;;;;
13;F;1;2;1;1;12;1;1;0;27;AL;;;;;
3;F;0;1;1;2;0;2;1;0;42;SC;419;561.1;556.4;537.7;340
5;F;0;3;1;1;3;1;1;0;21;MA;;;;;
3;F;0;1;1;2;0;1;1;0;42;SC;590.5;648.1;618.5;640.3;400
8;F;0;1;1;1;6;1;1;0;35;SP;524.6;581.5;565.7;509.2;560
3;M;0;3;1;2;0;1;1;0;52;GO;447.6;576.3;409.9;571.6;520
11;M;;3;1;1;8;1;;0;52;GO;;;;;
3;F;0;1;1;2;0;2;1;0;23;CE;510.1;629.1;580.3;502.3;600
3;F;0;4;1;2;0;4;1;0;35;SP;;618.2;530.7;;480
5;F;0;3;1;1;2;1;;0;35;SP;;;;;
4;F;0;2;1;1;1;1;1;0;15;PA;;;;;
3;F;0;1;1;2;0;2;1;0;51;MT;447.7;631.8;530;469.8;380
11;F;0;1;1;1;1;1;3;0;24;RN;;;;;
3;F;0;3;1;3;0;1;;0;32;ES;528.2;628.4;659.4;641.3;840
5;F;0;3;1;2;0;2;1;0;53;DF;379.5;509.9;473.5;408.3;520
2;M;0;3;1;2;0;2;1;0;35;SP;389.4;463.5;493.5;582.1;340
3;F;0;3;1;2;0;2;1;0;52;GO;521.3;607.6;542;574.5;480
2;F;0;1;1;2;0;4;1;0;33;RJ;568.3;628.6;569.6;548.3;780
3;F;0;3;1;1;1;1;1;0;52;GO;443.9;492;457.5;542.7;580
11;M;0;3;1;1;10;1;1;0;21;MA;;;;;
1;F;0;2;2;3;0;1;;1;35;SP;572.4;670.2;601.3;669.9;540
10;F;0;3;1;1;7;1;;0;13;AM;424.4;531.3;507.5;557;460
7;M;0;3;1;1;4;1;1;0;15;PA;;;;;
13;M;1;2;1;1;11;1;1;0;29;BA;425.4;452.7;501.9;469.2;380
6;F;0;1;1;1;4;1;;0;41;PR;701.5;708.2;653.7;774.6;980
14;F;0;1;1;4;0;1;;0;41;PR;;;;;
5;M;0;2;1;1;3;1;1;0;52;GO;527.8;674.6;604.4;574.5;560
11;M;0;2;1;1;9;1;1;0;35;SP;;;;;
4;M;0;2;1;1;1;1;1;0;21;MA;394.9;477.9;495.5;430.8;500
4;F;0;3;1;2;0;2;1;0;29;BA;450.6;547.7;503.4;429.6;460
4;M;0;3;1;1;1;1;1;0;33;RJ;;;;;
2;F;0;1;1;2;0;2;1;0;52;GO;517.6;410.1;405;472.9;300
4;M;;0;1;2;0;4;1;0;52;GO;571.8;480.6;523.9;580;780
1;F;0;3;1;3;0;1;;1;21;MA;539.8;554.9;504.8;379.3;500
3;F;0;3;1;1;1;1;1;0;29;BA;;;;;
2;F;0;3;1;2;0;2;1;0;13;AM;;;;;
12;F;1;3;1;1;11;1;3;0;12;AC;521.5;592.7;484.9;415.8;340
1;F;0;1;1;3;0;1;;1;43;RS;447.7;643.6;575.9;607;500
3;F;0;3;1;1;1;1;;0;31;MG;;629.2;563.7;;560
7;F;0;1;1;1;4;1;1;0;51;MT;458.4;618.6;580.9;480;320
3;F;0;1;1;2;0;2;1;0;31;MG;418.6;494.2;521;386;500
3;F;0;1;1;3;0;1;;1;33;RJ;;462.9;407.8;;0
13;F;0;3;1;1;12;1;1;0;29;BA;;;;;
3;F;0;3;1;3;0;1;;0;31;MG;397.7;455.8;377.5;377.6;220
3;M;0;3;1;2;0;2;1;0;29;BA;422;495.7;531.6;626.1;640
3;F;0;3;1;2;0;2;1;0;15;PA;477.8;597.5;486.8;510.6;340
10;F;0;1;1;1;9;1;1;0;25;PB;;604;580.7;;620
2;F;0;2;1;2;0;2;1;0;29;BA;367.8;496;473.5;533;580
4;M;0;3;1;1;3;1;1;0;24;RN;395.1;698.4;572.8;629.3;680
3;F;0;3;1;2;0;1;3;0;52;GO;;;;;
13;F;1;3;1;1;12;1;1;0;26;PE;501.2;424.8;470.8;474.9;320
2;F;0;1;1;2;0;2;1;0;27;AL;393;476.3;547.1;543.4;680
3;F;0;1;1;1;1;1;;0;35;SP;516;592;564.9;579;360
11;F;2;3;1;1;10;1;1;0;12;AC;423.9;601.1;546.4;375.7;340
13;M;0;3;1;1;12;1;;0;23;CE;602.4;700.6;638;792.6;720
1;F;0;1;1;3;0;1;;1;35;SP;414;592;495;409.9;420
11;F;0;3;1;1;10;1;1;0;26;PE;;536.1;555.9;;560
1;F;0;3;1;3;0;1;;1;52;GO;403.4;424.1;392.6;501.8;480
4;M;0;3;1;2;0;2;1;0;23;CE;;;;;
9;M;;2;1;1;1;1;3;0;50;MS;;;;;
8;M;0;1;1;1;4;1;;0;15;PA;398.4;533;500.5;539;560
2;F;0;1;1;2;0;2;1;0;35;SP;512.2;622;582.8;532.2;720
13;M;1;1;1;1;10;1;3;0;22;PI;426.3;586.3;447.7;495.3;420
12;F;1;1;1;1;12;1;1;0;35;SP;566.3;637.5;578.5;610.2;340
7;M;0;2;1;1;4;1;;0;31;MG;;;;;
13;F;0;3;1;2;0;2;3;0;23;CE;;;;;
2;M;0;3;1;2;0;4;1;0;27;AL;568;418.3;513.1;489.1;380
2;F;0;3;1;3;0;1;;1;31;MG;523.1;644.4;599.6;454;760
1;M;0;1;1;3;0;1;;1;31;MG;566.9;715.7;631.1;713.1;660
3;F;0;1;1;2;0;1;1;0;31;MG;;;;;
1;F;0;1;1;3;0;1;;1;52;GO;417.5;550.2;459.2;629.4;440
5;M;;1;1;1;1;1;;0;53;DF;406;512.5;459.5;618.4;320
2;M;0;3;1;2;0;2;1;0;13;AM;387.9;482.9;453.8;481.9;440
3;F;0;1;1;1;1;1;1;0;51;MT;592.1;667.7;602.9;785;760
11;F;0;3;1;1;11;1;1;0;27;AL;442.8;549.7;493.5;609.4;540
12;F;0;3;1;1;5;1;1;0;25;PB;;;;;
4;F;0;3;1;1;1;1;;0;50;MS;493.8;607.3;572.6;437.4;540
3;M;0;3;1;2;0;2;1;0;26;PE;364.4;597.8;379.7;609;540
11;F;;0;1;2;0;2;3;0;23;CE;;;;;
2;M;0;3;1;2;0;2;1;0;41;PR;583.5;676.4;608;699.3;740
2;F;0;3;1;2;0;2;1;0;27;AL;477.9;609.1;530.5;425.4;300
3;F;0;2;1;3;0;1;;0;22;PI;410;479;458;387.6;300
13;F;1;3;1;1;12;1;1;0;23;CE;;;;;
6;F;0;1;1;1;3;1;1;0;35;SP;448.2;589;489.2;496.7;320
3;F;0;1;1;1;1;1;1;0;35;SP;469.6;527.6;590.8;463.5;340
2;F;0;1;1;3;0;1;;1;23;CE;671.2;690.9;652.5;754.1;840
1;M;0;3;1;2;0;2;1;0;26;PE;644.2;656.2;615.6;823.8;640
3;F;0;2;1;1;1;1;1;0;17;TO;472.7;588.6;471.8;518;320
2;M;0;1;1;2;0;2;1;0;25;PB;438.8;501.8;399.3;513.5;340
13;F;1;1;1;1;5;1;3;0;26;PE;488.2;572.2;434.3;481.9;340
4;F;0;3;1;1;2;1;;0;31;MG;508.8;604.1;574;630.1;840
6;M;0;2;1;1;3;1;;0;26;PE;;490.3;442.4;;0
2;F;0;3;1;2;0;2;1;0;51;MT;519.7;605;560.1;464.8;480
1;F;0;3;1;3;0;1;;1;23;CE;585.6;682.7;665.3;737.5;720
4;M;0;1;1;2;0;2;1;0;41;PR;553.3;651.1;586.7;594.2;580
2;F;0;1;1;3;0;1;;1;23;CE;;;;;
4;M;0;3;1;1;1;1;;0;24;RN;442.8;604.2;530.4;498;360
4;M;0;1;1;1;2;1;;0;35;SP;572.8;651.3;586.9;705.4;720
4;F;0;3;1;1;3;1;;0;27;AL;628.2;691.5;628.8;700.9;940
11;M;1;0;1;4;0;1;;0;35;SP;534.4;650.4;586.7;684.4;340
12;F;;1;1;1;12;1;1;0;43;RS;584.7;644.6;598.5;466.7;480
3;F;0;3;1;2;0;2;1;0;42;SC;538.3;676;644;703.8;760
6;F;0;1;1;1;1;1;;0;12;AC;;400.9;513.4;;0
11;M;1;3;1;4;0;1;;0;25;PB;;;;;
3;M;0;2;1;2;0;2;1;0;15;PA;465.8;439.5;372.3;484.9;300
9;F;1;2;1;1;7;1;1;0;31;MG;444.1;403.8;404.9;522.1;640
7;F;0;3;1;1;1;1;;0;15;PA;374.6;470.1;470.3;412.7;0
3;M;0;2;1;1;1;1;1;0;23;CE;655.5;681.8;581.7;722;920
3;F;0;1;1;2;0;2;1;0;53;DF;495.7;407.1;546;498.9;480
3;M;0;2;1;3;0;1;;0;29;BA;479.1;550.9;429.7;527.6;380
3;M;0;0;1;1;1;1;;0;31;MG;608.6;629.5;542.9;697.4;600
6;F;0;3;1;1;4;1;1;0;35;SP;467.9;598.3;530.9;424;480
5;F;0;3;1;1;1;1;1;0;26;PE;423.2;415.8;479.8;434.7;400
9;M;0;3;1;1;6;1;1;0;27;AL;544.5;422.5;543.1;565.2;540
3;F;0;3;1;2;0;1;1;0;15;PA;462.7;631;549.5;542.7;340
2;F;0;1;1;1;1;1;1;0;51;MT;;;;;
5;F;0;3;1;1;2;1;;0;22;PI;414.4;467;405.8;433.3;540
2;M;0;1;1;2;0;1;1;0;22;PI;562.2;638.8;626.8;614.4;840
10;F;1;1;1;1;8;1;1;0;33;RJ;567.9;631.9;612;470.4;580
6;F;0;1;1;1;4;1;1;0;32;ES;536.4;564;514.9;410;500
14;F;1;3;1;1;12;1;1;0;15;PA;;;;;
2;F;0;1;1;2;0;2;1;0;35;SP;496.8;506.8;518.4;472.9;320
6;M;0;2;1;1;3;1;1;0;32;ES;441.2;582.5;535.4;533.6;380
2;F;0;2;1;2;0;2;1;0;33;RJ;401.1;636.6;542;454.9;420
3;M;0;3;1;1;1;1;1;0;23;CE;412.4;444.7;508.4;456.8;520
13;F;2;3;1;1;8;1;1;0;22;PI;507.4;574.9;565.2;497.9;580
13;M;0;1;1;1;12;1;1;0;23;CE;;;;;
3;M;0;3;1;2;0;2;1;0;23;CE;400.1;431.8;447.8;441.3;360
2;M;0;2;1;2;0;2;1;0;23;CE;496.8;638.9;569.4;550.1;860
1;F;0;1;1;2;0;2;1;0;15;PA;609.7;668.9;580.6;571.4;720
19;M;1;2;1;1;12;1;1;0;33;RJ;445;436.2;456.9;464.5;240
7;M;0;1;1;1;4;1;1;0;24;RN;;589.3;597;;640
12;M;0;1;1;1;12;1;1;0;35;SP;;;;;
2;F;0;1;1;2;0;2;1;0;35;SP;476.2;516.1;518;430.7;400
1;F;0;3;1;3;0;1;;1;32;ES;555.7;641.8;603.2;540.8;560
4;F;0;3;1;1;0;1;;0;35;SP;431.4;418;336.6;376.2;400
12;F;0;1;1;1;12;1;;0;35;SP;568.9;711.1;644.7;732.1;660
11;M;0;2;1;1;0;1;;0;52;GO;604.1;626;559.5;443.6;340
6;F;;1;1;1;4;1;1;0;41;PR;;;;;
4;F;0;1;1;1;2;1;1;0;35;SP;502.8;622.3;651.8;553.3;620
14;M;0;3;1;2;0;2;3;0;35;SP;499.4;420.5;372.8;471.5;0
11;F;0;3;1;1;11;1;1;0;25;PB;629.3;690.2;627.8;724.3;800
8;M;0;1;1;1;5;1;1;0;35;SP;483.7;595.7;579.6;539.8;380
6;F;0;1;2;1;3;1;3;0;43;RS;439.1;542.6;496.6;492.5;320
3;F;0;3;1;2;0;2;1;0;42;SC;510.9;642.1;576.4;500.5;720
13;F;0;1;1;1;12;1;;0;33;RJ;665.1;699.6;653.7;647.4;580
2;F;0;3;1;2;0;2;1;0;22;PI;382;573.9;531.2;593.5;640
2;F;0;1;1;2;0;4;1;0;26;PE;538.9;602.3;526.7;647.5;560
6;M;0;3;1;1;1;1;3;0;23;CE;;;;;
2;F;0;3;1;2;0;2;1;0;35;SP;;628.7;572.8;;460
3;M;0;3;1;2;0;4;1;0;31;MG;473.6;651.6;555.3;504.9;600
11;M;0;3;1;1;10;1;1;0;35;SP;;;;;
13;F;0;1;1;1;12;1;1;0;35;SP;481.2;545.2;484.8;427.1;240
4;F;0;3;1;1;2;1;3;0;17;TO;405.7;488;507.2;490.2;340
3;M;0;3;1;1;1;1;1;0;29;BA;522.8;593.5;490.9;498.7;640
11;F;1;3;1;1;12;1;1;0;35;SP;586.5;501.7;517.2;482.5;720
2;M;0;1;3;2;0;2;1;0;41;PR;452.7;500.9;570.2;429.5;340
3;M;0;3;1;1;1;1;1;0;31;MG;561.2;595;556.5;450.4;720
2;F;0;3;1;2;0;2;1;0;21;MA;434;576.6;551;690.1;320
2;F;0;3;1;2;0;2;1;0;42;SC;;;;;
4;M;0;3;1;1;1;1;;0;31;MG;495;630.2;507.3;549.7;580
4;F;0;1;1;1;2;1;;0;24;RN;654.6;681.9;664.3;721.7;800
6;F;0;1;1;1;4;1;1;0;31;MG;;;;;
6;F;0;2;2;1;3;1;1;0;31;MG;;;;;
9;F;0;1;1;1;6;1;1;0;35;SP;582.4;646.7;606.7;690.1;620
2;F;0;1;1;2;0;2;1;0;35;SP;584.2;679.2;639.3;705.3;840
3;F;0;3;1;1;1;1;1;0;50;MS;513.1;538.8;429.6;434.8;340
2;M;0;3;1;3;0;1;;1;31;MG;439.5;502.6;487.8;611.9;380
6;F;0;1;1;1;2;1;1;0;21;MA;409.8;520.1;445.7;396.4;360
6;F;1;3;1;1;5;1;1;0;26;PE;529.5;574.7;532.5;537.4;660
11;F;0;2;1;1;9;1;1;0;35;SP;;;;;
2;F;0;1;1;3;0;1;;1;33;RJ;607.8;577.2;594.9;527.8;360
3;F;0;3;1;2;0;2;1;0;51;MT;463.9;580.9;577.2;576.5;320
2;F;0;1;1;2;0;4;1;0;23;CE;550.6;586.9;537.3;541.5;640
2;F;0;3;1;2;0;2;1;0;24;RN;451.6;606.8;609.9;401;360
3;F;0;3;1;1;1;1;;0;13;AM;450.4;606.6;510.4;437.1;420
2;F;0;2;2;2;0;2;1;0;25;PB;486.7;600;523.8;409.6;640
6;M;0;3;1;1;3;1;1;0;17;TO;;;;;
7;M;0;3;1;1;3;1;;0;53;DF;477.1;534.8;529.2;486;480
2;M;0;3;1;3;0;1;;1;13;AM;;;;;
2;M;0;4;1;3;0;1;;1;23;CE;562.8;651.8;632.4;710.9;640
3;F;0;1;1;2;0;2;1;0;31;MG;590.4;651.5;643.4;505.6;800
11;F;0;3;1;1;10;1;1;0;35;SP;507.1;611.3;608.9;555;0
12;F;0;3;1;1;8;1;1;0;15;PA;416.3;494.7;496.4;498.1;320
6;F;0;3;1;1;4;1;1;0;25;PB;;;;;
2;F;;0;1;2;0;2;1;0;23;CE;412.8;507.5;474.2;432.7;240
5;F;0;3;1;1;3;1;1;0;35;SP;;;;;
3;F;0;1;1;2;0;1;1;0;42;SC;538.9;701.3;666.9;747.8;800
5;M;0;1;1;2;0;2;1;0;41;PR;;;;;
7;M;0;3;1;1;4;1;1;0;52;GO;449.3;429.4;493.4;514.7;300
11;F;0;3;1;4;0;1;;0;35;SP;;;;;
10;M;0;3;1;1;6;1;1;0;15;PA;;;;;
2;M;0;1;1;2;0;4;1;0;35;SP;521.2;643.1;566.7;656.3;580
11;F;1;3;1;1;11;1;1;0;43;RS;497.6;667.7;541.4;519.5;460
3;F;0;3;1;2;0;2;1;0;53;DF;482.8;460.2;536.6;513.9;380
12;F;1;1;1;1;12;1;1;0;41;PR;;;;;
3;M;0;3;1;1;1;1;1;0;23;CE;549.1;630.2;548.4;591.4;340
7;F;0;3;1;1;4;1;1;0;15;PA;431.5;627.9;564.1;454.8;600
3;M;0;1;1;1;1;1;;0;31;MG;701.4;688.2;639.5;763.8;800
11;M;0;3;1;1;10;1;1;0;31;MG;475.8;624.8;537.2;426;320
