TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_UF_PROVA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
13;F;1;3;1;1;12;1;1;0;21;MA;;;;;
6;M;0;3;1;1;2;1;;0;26;PE;549.8;575.3;587.2;561.7;820
2;F;0;1;1;2;0;2;1;0;42;SC;450.5;627.6;559.1;604.5;680
3;F;0;2;1;1;2;1;;0;24;RN;562.6;622.5;532.1;605.3;660
14;F;0;3;1;1;12;1;;0;33;RJ;445.8;619;566.6;499.8;500
1;F;0;1;1;3;0;1;;1;35;SP;557.5;632.4;586.6;635;840
9;F;0;3;1;1;6;1;1;0;21;MA;;;;;
2;M;0;1;1;2;0;2;1;0;35;SP;546.2;517.9;590.8;463;760
17;F;0;3;1;1;12;1;;0;29;BA;;;;;
4;F;0;1;1;1;2;1;1;0;41;PR;402.1;537.4;475.1;422.5;520
11;F;2;1;1;1;11;1;1;0;35;SP;;;;;
1;M;;0;1;3;0;1;;1;35;SP;609.2;680.2;620.3;773.2;760
1;F;0;4;1;3;0;1;;1;33;RJ;625.6;558;552.5;660.4;800
2;F;0;3;1;2;0;4;1;0;33;RJ;451.3;620.8;538.8;427.3;560
3;F;0;4;1;1;1;1;1;0;28;SE;520.6;653.1;609.2;503.1;720
5;M;0;1;1;1;1;1;;0;32;ES;416.5;639.3;595.4;583.3;620
13;F;0;1;1;1;12;1;1;0;52;GO;523.7;606.2;514;437.1;480
4;F;0;3;1;1;1;1;1;0;31;MG;595.4;630.7;554.4;618;900
4;F;1;3;1;1;1;1;;0;52;GO;378.8;472.8;479.7;428.6;600
15;F;0;3;1;1;12;1;1;0;21;MA;461.5;465.8;508;472.4;360
11;F;0;1;1;1;8;1;;0;35;SP;591.3;672;615.4;605.3;660
3;F;0;3;1;1;1;1;1;0;35;SP;;;;;
6;F;0;3;1;1;3;1;1;0;26;PE;588.9;532.7;438.1;512.4;400
11;M;0;3;1;1;8;1;1;0;31;MG;548.7;618.2;539.1;631.1;580
16;F;1;2;1;2;0;1;3;0;35;SP;461.2;640.6;573;433.7;380
4;F;0;2;1;2;0;2;1;0;29;BA;541.8;600.5;617.5;385;640
2;F;;0;1;2;0;1;3;0;29;BA;567;563.9;543;434.5;580
3;F;0;3;1;2;0;2;1;0;41;PR;;;;;
6;F;0;1;1;1;2;1;;0;51;MT;;608.4;469.1;;400
3;F;0;2;1;1;1;1;1;0;26;PE;397.3;560.3;549.4;505.2;560
3;M;0;1;1;2;0;2;1;0;35;SP;;;;;
13;F;1;1;1;1;12;1;;0;23;CE;487.5;641.4;480.4;434.8;680
4;M;0;3;1;2;0;2;1;0;42;SC;;;;;
2;F;0;3;1;2;0;2;1;0;51;MT;524.9;454;449.6;446.1;440
4;F;0;1;1;1;3;1;1;0;26;PE;566.2;566.1;558.5;445.7;880
1;F;0;3;1;2;0;1;1;0;15;PA;443.6;538.7;530.8;394.8;320
9;F;0;3;1;1;7;1;1;0;21;MA;417.3;562.7;515.5;559.6;580
2;F;0;3;1;2;0;2;1;0;13;AM;;527.4;454;;340
4;M;0;3;1;1;2;1;1;0;31;MG;586.5;610;571.1;577.1;540
6;M;0;3;1;1;3;1;1;0;29;BA;470.9;573.8;524.8;512.9;640
2;F;0;3;1;2;0;2;3;0;52;GO;509.1;532.4;503.8;452.7;380
11;F;0;1;1;1;11;1;1;0;21;MA;;;;;
2;F;0;1;1;2;0;4;1;0;50;MS;598.3;645.7;600.4;427.4;620
3;F;0;5;1;3;0;1;;1;28;SE;432.4;542.6;548.7;413.2;500
2;F;0;3;1;2;0;2;1;0;26;PE;471.4;581.9;581.8;541;700
3;F;0;3;1;1;1;1;1;0;11;RO;;;;;
2;F;0;2;1;2;0;2;1;0;35;SP;424.6;428.8;453.3;461.4;260
2;M;0;3;1;2;0;1;1;0;29;BA;467.7;574.7;392.1;463.9;380
11;M;0;1;1;1;1;1;;0;41;PR;;490.2;471.8;;340
5;M;0;1;1;1;3;1;;0;33;RJ;618.5;625.3;652.5;676.7;760
2;F;0;1;1;2;0;2;1;0;31;MG;530.2;625.2;590.8;437.3;600
5;F;0;3;1;1;3;1;;0;17;TO;584.3;637;546.7;466.8;940
2;F;0;1;1;2;0;2;1;0;29;BA;506.8;448.8;455.7;375.3;380
3;F;0;3;1;2;0;4;1;0;15;PA;416.7;597.3;547.3;590.6;460
12;F;1;3;1;1;11;1;;0;26;PE;454;545.1;399.8;507.9;320
3;F;0;3;1;2;0;1;1;0;15;PA;392.1;550.5;524.5;488.7;320
3;F;0;3;1;2;0;2;1;0;50;MS;;;;;
5;F;0;3;1;2;0;2;1;0;24;RN;;438.1;441.1;;380
2;F;0;1;1;2;0;2;1;0;25;PB;458.5;453.2;441.5;434;800
4;M;0;2;1;2;0;2;1;0;29;BA;497.4;437.2;359.7;466;340
4;F;0;3;1;2;0;2;1;0;41;PR;423.2;427.9;391.6;443.7;480
2;F;0;1;1;2;0;2;1;0;43;RS;469.8;627.5;571.2;532.7;720
3;F;0;3;1;2;0;2;1;0;15;PA;541.1;612.7;543.4;436.3;400
6;F;0;2;1;1;4;1;;0;31;MG;500.9;601.1;570.2;513;0
3;M;0;1;1;2;0;2;1;0;31;MG;498;633.3;522.9;525.9;600
6;F;0;1;1;1;3;1;1;0;35;SP;;;;;
15;M;0;3;1;1;1;1;1;0;53;DF;;;;;
8;F;0;3;1;1;2;1;;0;23;CE;410.6;498.1;352.3;497.2;420
3;F;0;1;1;3;0;1;;1;29;BA;410.6;424.1;437.6;377.8;240
6;F;0;3;1;2;0;1;3;0;26;PE;409.3;437.8;454.8;427.8;520
2;M;0;1;1;2;0;1;1;0;29;BA;452.3;514.6;537.5;529.4;340
1;F;0;3;2;2;0;2;1;0;22;PI;488;431;400;395.6;280
8;M;0;3;1;1;4;1;;0;31;MG;;;;;
10;F;0;3;1;2;0;2;3;0;23;CE;;;;;
12;F;0;3;1;1;12;1;1;0;26;PE;474.3;629.1;541.1;375.2;560
1;M;0;3;1;4;0;1;;0;52;GO;524.4;609.5;547.2;486.9;540
8;F;1;3;1;1;7;1;1;0;24;RN;;572.2;534.9;;540
6;M;0;3;1;1;1;1;1;0;28;SE;;;;;
3;M;0;3;1;1;1;1;1;0;24;RN;441;621.2;549.1;542.9;520
3;F;0;3;1;2;0;2;1;0;35;SP;383.8;408.4;559.5;465.2;480
8;F;;4;1;2;0;2;3;0;11;RO;503.7;532.2;522.1;536.9;340
8;F;0;1;1;1;4;1;;0;35;SP;455.4;551.3;553.7;543.7;680
11;F;0;1;1;1;8;1;1;0;33;RJ;;;;;
11;M;0;3;1;1;9;1;;0;42;SC;586.8;558.3;570.9;559.6;480
11;M;;3;1;1;10;1;1;0;12;AC;482.8;626.4;536.1;422.7;580
2;F;0;3;1;3;0;1;;1;23;CE;527.7;624.8;573.5;566;520
13;M;0;3;1;1;12;1;;0;33;RJ;585.4;644.4;577.2;602.7;440
4;F;0;3;1;1;2;1;;0;31;MG;;;;;
4;F;0;3;1;2;0;2;1;0;24;RN;442.4;433.1;431.6;461.9;340
2;F;0;1;1;2;0;2;1;0;31;MG;514.3;600.2;528.6;590.8;420
1;F;0;3;1;3;0;1;;1;52;GO;520.1;620.7;555.7;523.2;600
5;F;0;3;1;1;3;1;1;0;25;PB;536;641.5;551.6;492.8;800
2;M;0;1;1;2;0;2;1;0;35;SP;457.9;474;534.7;617.6;360
4;M;0;1;1;1;2;1;1;0;41;PR;;;;;
6;M;0;2;1;1;3;1;1;0;23;CE;;;;;
4;M;0;1;1;2;0;2;3;0;43;RS;413.2;521.7;458.9;605.2;400
12;F;0;3;1;1;8;1;1;0;27;AL;471.8;479.1;434.9;434.6;380
8;F;;2;1;2;0;2;2;0;31;MG;478.5;470.2;516.2;572.6;340
4;F;0;1;1;1;2;1;1;0;35;SP;439.6;558.5;522.5;482.4;580
10;M;0;3;1;1;7;1;1;0;23;CE;431.2;576.1;500.8;546.7;320
12;F;1;2;1;1;4;1;1;0;22;PI;390.5;550.5;404.7;396.2;500
5;M;0;2;1;1;2;1;;0;15;PA;397.9;443.8;507.8;428.5;540
4;M;0;3;1;2;0;2;1;0;33;RJ;583.5;485.2;539.1;484.1;560
4;M;0;1;1;1;1;1;1;0;32;ES;;604.9;602.4;;760
2;M;0;1;1;2;0;2;1;0;53;DF;463.9;600.2;581.3;521.3;540
4;M;0;1;1;2;0;1;1;0;43;RS;605.4;639.5;509.3;672.3;760
3;M;0;1;1;2;0;1;1;0;41;PR;415.7;457.2;449.9;463.8;0
3;F;0;2;1;1;1;1;1;0;21;MA;427.7;486.1;469.5;398.1;360
2;F;0;3;1;2;0;2;1;0;27;AL;508.6;517.4;474.9;538.8;560
2;F;0;3;1;2;0;2;1;0;53;DF;439.9;584.8;503.7;375;560
3;F;0;2;1;2;0;2;1;0;33;RJ;529;588.2;564.1;540.9;720
3;F;0;3;1;1;2;1;1;0;11;RO;;;;;
2;F;0;1;1;2;0;4;1;0;31;MG;506.8;564.9;497.2;407.6;840
4;F;0;3;1;1;2;1;1;0;26;PE;509.4;602.3;536.8;524.9;380
3;F;0;3;1;2;0;2;1;0;28;SE;480.8;468.8;545.5;452.2;840
4;F;0;3;1;2;0;2;1;0;35;SP;507.2;596.1;553.4;550.5;620
12;F;0;3;1;2;0;2;3;0;26;PE;514.5;623.8;440.4;437.2;320
8;M;0;3;1;1;4;1;1;0;29;BA;;;;;
3;F;0;1;1;2;0;2;1;0;43;RS;386.8;600.2;490.4;485.4;400
2;F;0;1;1;2;0;2;1;0;35;SP;;633.3;615.1;;560
9;F;1;2;1;1;6;1;;0;31;MG;443.4;560.5;502.7;590.7;300
12;F;0;3;2;1;12;1;1;0;28;SE;530;629.6;408.3;386.9;280
12;F;1;3;1;1;12;1;1;0;50;MS;;;;;
8;F;0;1;1;1;6;1;1;0;26;PE;441;649.1;578.1;473.6;680
11;F;1;1;1;1;8;1;1;0;31;MG;;;;;
4;F;0;3;1;1;1;1;1;0;26;PE;;;;;
14;M;1;1;1;1;8;1;;0;42;SC;;;;;
14;F;2;1;1;1;12;1;;0;51;MT;535.8;629.3;588.6;471.7;560
3;M;0;3;1;2;0;2;1;0;15;PA;392.2;449.2;450.8;384.4;0
3;M;0;1;1;2;0;1;1;0;35;SP;497.7;631.5;568.1;548.1;700
6;F;0;2;1;1;3;1;;0;11;RO;463.5;460.5;489.7;410.8;420
14;F;0;3;1;1;12;1;1;0;24;RN;367.2;544.1;483.4;535.6;320
2;F;0;3;1;2;0;2;3;0;13;AM;474;485.6;346.8;399.2;240
6;F;0;0;1;1;4;1;1;0;35;SP;;;;;
7;M;0;1;1;2;0;1;1;0;43;RS;;;;;
7;F;0;2;1;1;3;1;1;0;28;SE;407.4;466.9;479.5;526.9;600
4;M;0;3;1;2;0;2;1;0;29;BA;559.1;418.2;482.9;490;640
2;M;0;3;1;2;0;2;1;0;35;SP;543.7;541.1;554.2;508.8;340
2;F;0;3;1;2;0;2;1;0;26;PE;586;622.1;572.7;495.7;580
3;M;0;3;1;2;0;2;1;0;25;PB;441.1;498.6;532.3;607;620
5;F;0;3;1;2;0;2;3;0;31;MG;406.9;535;546.9;484.9;380
4;F;0;3;1;1;1;1;1;0;31;MG;580.5;648.3;579.4;506.5;720
4;M;0;3;1;1;2;1;1;0;21;MA;422.8;631.9;608.9;696.2;660
7;F;0;2;1;1;5;1;1;0;29;BA;;;;;
12;F;0;4;1;1;9;1;1;0;26;PE;411.5;600;459.4;456.8;280
13;M;2;3;1;1;12;1;;0;33;RJ;560;590.4;492.4;502.8;420
2;F;0;1;1;2;0;2;1;0;23;CE;520.7;613.1;557;495.4;620
9;M;0;1;1;1;6;1;1;0;42;SC;;;;;
3;F;0;1;1;2;0;2;1;0;33;RJ;;;;;
2;M;0;1;1;2;0;4;1;0;33;RJ;728.5;715.8;697.2;853;920
3;F;0;3;1;2;0;1;1;0;32;ES;404.4;425.1;469.4;404.3;520
12;M;1;2;1;1;8;1;3;0;32;ES;;;;;
6;F;0;1;1;1;3;1;1;0;41;PR;489.7;602.6;585.3;629.4;580
9;F;0;3;1;1;7;1;;0;23;CE;;;;;
4;M;0;1;1;2;0;2;1;0;33;RJ;;;;;
12;F;1;1;1;2;0;2;3;0;42;SC;;;;;
1;F;0;1;1;2;0;2;1;0;15;PA;398.2;562;537.4;488.1;600
11;M;0;3;1;1;10;1;1;0;29;BA;504.4;661.5;606.8;666.2;700
1;F;0;3;1;3;0;1;;1;26;PE;552.6;641.6;534.8;569.5;760
2;F;0;1;1;3;0;1;;1;42;SC;;427.2;392;;380
4;F;0;3;1;1;2;1;1;0;33;RJ;416.3;637.6;577.7;555.2;600
9;M;0;3;1;1;6;1;3;0;25;PB;518.9;611.6;558.4;568.6;600
12;F;0;3;1;1;12;1;1;0;32;ES;;;;;
4;M;0;3;1;1;2;1;;0;17;TO;;;;;
6;M;0;3;1;1;1;1;1;0;33;RJ;;;;;
2;M;0;1;1;2;0;4;1;0;26;PE;540.5;644.8;576.2;720.1;700
3;M;0;3;1;2;0;1;1;0;32;ES;500.9;487.4;378.7;478.3;280
2;F;0;1;1;2;0;2;1;0;31;MG;461.5;575.5;551.9;502.9;380
16;F;0;1;1;1;12;1;1;0;35;SP;;;;;
2;M;0;3;1;2;0;1;3;0;35;SP;;;;;
8;M;0;3;1;1;5;1;;0;33;RJ;575.4;526.4;638.2;639.8;620
2;F;0;1;1;3;0;1;;1;24;RN;548.1;639.9;615;619.5;720
16;F;0;3;1;1;12;1;3;0;26;PE;;;;;
4;M;0;3;1;1;1;1;;0;31;MG;519.9;490.9;435.5;457.1;620
11;F;0;3;1;1;7;1;;0;22;PI;;;;;
3;F;0;3;1;1;1;1;1;0;41;PR;;;;;
4;F;0;3;2;1;1;1;1;0;28;SE;389.3;573.1;440.8;430.1;520
2;F;0;1;1;3;0;1;;1;35;SP;457.6;613;523.5;443.6;620
2;F;0;3;1;2;0;4;1;0;29;BA;478.3;584.1;505;546.6;380
2;F;0;3;1;3;0;1;;1;21;MA;539;631.1;573.5;591;620
2;F;0;1;1;2;0;2;1;0;35;SP;376.9;405.7;482.5;557.8;600
1;F;0;3;1;3;0;1;;1;24;RN;462.9;610.8;521.7;522.3;360
4;M;0;2;1;3;0;1;;0;53;DF;511.6;626.2;566.3;520;560
1;F;0;1;1;3;0;1;;1;31;MG;613.1;665;606.1;705.9;860
4;M;0;3;1;1;1;1;1;0;15;PA;423;606.9;512;568.3;280
3;F;0;3;2;2;0;4;1;0;26;PE;518.4;618.6;502.8;427.3;380
4;F;0;1;1;2;0;2;1;0;50;MS;542.9;639.3;598.2;466.9;520
15;M;1;3;1;1;1;1;;0;23;CE;;;;;
4;F;0;3;1;1;1;1;1;0;23;CE;490;617.9;579.1;573.2;720
2;F;0;3;1;3;0;1;;1;52;GO;464.6;533.6;451.6;452;320
4;M;0;2;1;1;1;1;;0;33;RJ;;;;;
2;F;0;3;1;2;0;2;1;0;35;SP;443.7;438.6;483.1;441.2;340
4;M;0;3;1;1;1;1;;0;15;PA;442.3;610.3;526.8;404;320
12;M;0;2;1;1;12;1;1;0;31;MG;470.8;560.4;583.8;591.8;520
11;M;1;2;1;1;10;1;;0;35;SP;605.8;686.5;622.8;691.8;500
4;M;0;3;1;1;2;1;1;0;22;PI;;;;;
8;M;0;3;1;1;6;1;1;0;13;AM;517.1;465.8;578.3;524.5;340
11;F;;3;1;1;7;1;1;0;26;PE;439.5;480.7;437.5;398.9;240
6;F;0;3;1;1;4;1;1;0;29;BA;;;;;
7;F;;3;1;3;0;1;;0;33;RJ;;;;;
5;M;0;3;1;2;0;2;3;0;31;MG;378.8;620.1;511;518.8;380
1;F;0;2;1;3;0;1;;1;15;PA;481.8;598.2;576.3;508.4;680
3;M;0;1;1;2;0;2;1;0;52;GO;454.4;569.4;475.2;499.5;340
3;M;0;1;1;2;0;2;1;0;35;SP;;;;;
6;F;0;3;1;1;4;1;1;0;13;AM;;;;;
3;M;;3;1;1;1;1;;0;25;PB;550.6;619.6;604.5;430.6;560
15;M;1;3;1;1;12;1;1;0;27;AL;;;;;
13;F;2;2;1;1;12;1;1;0;29;BA;429.5;496;543.7;387.9;560
13;F;;1;1;1;12;1;1;0;42;SC;455.5;610.9;585.9;539;0
11;M;1;3;1;1;12;1;1;0;23;CE;;;;;
2;F;0;1;1;2;0;2;1;0;31;MG;510;498.9;546.3;524;360
2;F;0;3;1;2;0;2;1;0;35;SP;526.2;598.3;585.5;612.6;680
8;F;0;3;1;1;6;1;1;0;31;MG;457;653.5;584.5;655.9;580
8;F;0;3;1;1;7;1;1;0;24;RN;;586.3;521.8;;460
4;F;0;3;1;1;1;1;;0;29;BA;493.4;638.4;607.2;550.3;520
3;M;0;4;1;1;1;1;1;0;13;AM;437.2;613.4;499.2;474.7;520
2;F;0;1;1;2;0;2;1;0;41;PR;469.7;561.4;462.6;485.3;560
13;M;0;3;1;1;12;1;1;0;26;PE;;;;;
7;F;1;1;1;1;1;1;;0;33;RJ;;;;;
7;F;0;3;1;2;0;2;1;0;13;AM;;;;;
2;F;0;3;1;2;0;1;1;0;25;PB;444.8;482.9;498.5;549.2;880
3;M;0;3;1;1;1;1;1;0;28;SE;585.1;664.3;618.4;568.8;760
3;F;0;3;1;2;0;1;1;0;31;MG;476.7;576.4;541;477.6;340
11;F;1;3;1;1;10;1;1;0;52;GO;;;;;
6;F;0;3;1;1;3;1;1;0;33;RJ;507.6;579.1;543;635.2;760
2;F;0;1;1;2;0;2;1;0;35;SP;482.4;554.3;520.4;498.9;300
5;M;0;1;1;1;3;1;1;0;35;SP;552.7;643.4;591.8;536.7;600
3;M;0;1;1;2;0;4;1;0;35;SP;564.5;685;630.7;729.2;760
12;M;1;1;1;1;12;1;1;0;23;CE;;;;;
13;F;1;3;1;2;0;2;1;0;13;AM;;;;;
2;F;0;3;1;2;0;2;1;0;35;SP;530.8;436.4;575.5;481.6;680
1;F;0;1;1;3;0;1;;1;31;MG;604.1;690.7;606.2;715.4;920
2;M;0;1;1;2;0;2;1;0;41;PR;459.1;622.7;501.1;527.8;520
11;F;1;3;1;1;2;1;3;0;43;RS;;621.8;565.4;;580
2;F;0;3;1;2;0;1;1;0;52;GO;498.4;565.1;439.5;460.7;360
13;F;1;3;1;1;12;1;1;0;24;RN;;;;;
9;F;0;0;1;1;6;1;;0;33;RJ;542.6;614.3;519.6;545.5;480
3;M;0;1;1;1;1;1;;0;35;SP;;;;;
3;F;0;1;1;2;0;2;1;0;35;SP;529.8;555.9;489.8;495.2;580
2;F;0;2;1;2;0;4;1;0;52;GO;650.4;692.3;694.1;682.6;920
7;M;0;2;1;1;5;1;;0;21;MA;426.5;661.6;588.3;634.2;360
6;F;0;3;2;1;2;1;3;0;25;PB;394.3;504.5;511.4;415.9;360
3;F;0;4;1;1;1;1;;0;26;PE;636.3;651.7;494.7;686.1;860
1;M;0;1;1;3;0;1;;1;25;PB;418;569;472.3;434.8;560
5;F;0;2;1;1;1;1;1;0;43;RS;436.6;487.2;434.5;409.6;680
5;F;0;3;1;2;0;2;3;0;15;PA;457.7;506.4;466.4;543.5;300
4;F;0;3;1;2;0;1;3;0;35;SP;;;;;
12;M;0;3;1;1;12;1;1;0;21;MA;399.7;590;436.8;501.4;320
4;M;0;2;1;2;0;2;1;0;29;BA;452.3;541.7;527;436.3;560
3;M;0;3;4;2;0;2;1;0;41;PR;442.6;600.6;539.9;672.4;620
11;F;;3;1;1;11;1;1;0;41;PR;486.9;615.4;598.9;435.9;620
1;F;0;3;1;2;0;2;1;0;25;PB;541.4;585.1;556.2;488;600
14;F;1;3;1;1;12;1;1;0;31;MG;;;;;
4;F;0;3;1;1;1;1;1;0;16;AP;591;690.7;645.7;707.9;760
4;F;0;4;1;1;1;1;1;0;32;ES;460.1;589.8;566.5;616.8;320
2;M;0;1;1;2;0;2;1;0;41;PR;554.9;628.5;598.4;646.8;620
6;F;0;3;1;1;3;1;1;0;12;AC;437.5;411.4;459.2;494.9;260
3;F;0;3;1;2;0;2;1;0;33;RJ;475.7;589.6;593.1;553.5;720
6;M;0;2;1;1;1;1;;0;15;PA;504.4;670.7;566.5;663.1;800
12;F;0;2;1;1;12;1;1;0;43;RS;477.6;423.8;522.7;454.6;360
12;M;0;3;1;1;12;1;1;0;13;AM;399.6;616.9;454.4;450.1;340
9;F;0;3;1;1;6;1;3;0;42;SC;454.6;604.6;478.5;400.8;540
9;F;0;1;1;1;6;1;;0;43;RS;469.9;625.1;552.7;421.5;480
2;F;0;1;1;2;0;2;1;0;26;PE;515.6;496.7;524.9;595.8;400
7;F;0;3;1;1;4;1;1;0;35;SP;;623.2;577;;520
2;F;0;0;1;2;0;2;1;0;35;SP;414.8;584.9;580.5;450.1;520
3;M;0;3;1;2;0;2;1;0;29;BA;425.4;437.5;516;569.6;500
3;F;0;1;1;2;0;2;1;0;31;MG;417.5;525.1;516.7;403.7;580
4;F;0;3;2;2;0;2;1;0;31;MG;423.5;540;516.7;554.7;580
10;M;0;2;2;1;6;1;1;0;26;PE;;;;;
14;M;0;3;1;1;1;1;3;0;43;RS;547.2;653.1;658.4;658.3;420
2;F;1;1;1;2;0;1;1;0;41;PR;472.4;544.6;489.8;566.4;280
11;F;1;1;1;1;5;1;1;0;11;RO;413.5;611.9;464.4;413.3;360
2;F;0;3;1;2;0;2;1;0;33;RJ;446.9;474;535;508.4;500
4;F;0;3;1;1;1;1;;0;17;TO;583.3;653.3;594.9;432.1;600
7;F;2;1;2;1;1;1;;0;42;SC;436.6;616.8;510.8;542.5;540
2;F;0;1;1;2;0;4;1;0;35;SP;592.4;652.5;568.9;640.4;700
2;M;0;3;1;2;0;2;1;0;35;SP;412.6;536.7;482.4;432.7;280
10;M;0;3;1;1;7;1;1;0;31;MG;471.9;575.2;532.5;706.8;520
2;F;0;3;1;2;0;4;1;0;29;BA;590.4;627;585.6;582.7;880
5;F;0;2;1;1;2;1;1;0;21;MA;439.7;519.8;478.8;435.4;360
5;F;0;3;1;2;0;2;1;0;15;PA;471.6;603.4;492.1;490;560
4;F;0;2;1;1;1;1;1;0;35;SP;;;;;
9;M;0;1;1;2;0;2;3;0;31;MG;413.1;427.3;492.4;480.4;440
8;M;0;0;1;1;6;1;1;0;35;SP;;662.6;648.3;;500
11;M;1;3;1;1;10;1;1;0;25;PB;564.4;662.4;613.2;713.2;660
2;F;0;2;1;2;0;2;1;0;35;SP;427;614.6;543.2;526.9;700
3;F;0;1;1;1;1;1;1;0;33;RJ;576;693;669.1;707;980
6;M;0;1;1;1;4;1;1;0;29;BA;633.5;692.9;668;818.5;660
1;F;0;3;1;3;0;1;;1;51;MT;513.4;618;577.8;487.1;420
2;F;0;1;1;3;0;1;;1;43;RS;510.4;610.5;588.7;610.5;620
10;M;0;2;1;1;8;1;1;0;23;CE;477.9;451.5;570.5;667.3;720
2;F;0;3;1;2;0;1;1;0;31;MG;542.7;574.5;483.6;589.2;540
2;M;0;2;1;2;0;2;1;0;13;AM;503;464.2;527.1;395.7;600
3;F;0;1;1;2;0;2;1;0;26;PE;;;;;
13;F;1;3;1;1;12;1;1;0;53;DF;560.4;624;579.4;598.1;560
13;M;1;2;1;1;8;1;;0;24;RN;583.1;618.4;524.1;472.9;340
11;F;1;2;1;1;8;1;1;0;51;MT;439.9;478.8;517.7;531.9;560
3;M;0;3;1;2;0;2;1;0;25;PB;;;;;
3;M;0;2;1;1;1;1;1;0;21;MA;530.8;625.1;529.8;524.2;540
5;F;0;1;1;1;2;1;;0;33;RJ;;;;;
12;M;;3;1;1;12;1;3;0;24;RN;;;;;
9;M;0;4;1;1;6;1;1;0;13;AM;522.2;559.6;493.9;506;580
11;F;1;3;1;1;12;1;1;0;35;SP;;;;;
5;F;0;1;1;1;3;1;;0;35;SP;628.5;677.6;605.4;663.2;740
5;F;0;3;1;1;2;1;1;0;42;SC;;;;;
6;M;0;3;1;1;5;1;1;0;22;PI;;;;;
2;F;0;3;1;2;0;2;1;0;43;RS;721.8;719.5;683.3;871.6;980
6;M;0;2;1;1;3;1;1;0;31;MG;535.6;688;640.1;671.9;540
12;F;1;2;1;1;7;1;1;0;15;PA;518;534.1;491.3;522.7;580
3;F;0;1;1;1;1;1;;0;35;SP;746.1;686.8;679.9;909.2;920
4;F;0;1;1;1;2;1;1;0;35;SP;;;;;
1;F;0;1;1;3;0;1;;1;42;SC;530.9;554.3;523.2;538.2;580
4;M;0;2;1;1;2;1;1;0;33;RJ;;603.9;566.6;;600
2;F;0;3;1;2;0;1;3;0;35;SP;394;517.6;450.1;530.9;360
3;M;0;1;1;2;0;4;1;0;31;MG;637;690.1;665.9;756.3;900
9;F;1;3;1;4;0;1;;0;35;SP;;;;;
7;M;0;2;1;1;3;1;;0;33;RJ;401.8;544.9;365.7;451.4;0
5;F;0;2;1;1;2;1;;0;33;RJ;515.1;401.3;438.5;417.4;400
8;M;0;1;1;1;1;1;;0;43;RS;469.6;427.3;527.5;381.8;420
11;M;0;1;1;1;11;1;1;0;35;SP;;;;;
7;F;;3;1;1;6;1;1;0;24;RN;;;;;
11;M;0;3;1;2;0;2;3;0;31;MG;;;;;
3;F;0;3;1;2;0;2;1;0;22;PI;619.7;682.9;617.3;609.8;880
10;M;0;3;1;1;8;1;1;0;52;GO;;;;;
3;F;0;3;1;2;0;1;1;0;32;ES;427.8;601.1;540.7;469.8;640
11;M;0;1;1;1;9;1;1;0;33;RJ;438.3;632.8;609.7;601.7;700
12;F;0;3;1;1;12;1;1;0;33;RJ;;;;;
3;F;0;1;1;1;1;1;1;0;35;SP;522.3;620.9;578.6;596.4;400
4;F;0;3;1;1;1;1;;0;23;CE;548;590.9;499;566.2;780
7;M;0;3;1;1;3;1;;0;21;MA;;;;;
12;M;1;3;1;1;12;1;1;0;35;SP;;;;;
1;F;0;1;1;3;0;1;;1;31;MG;461.3;565.7;523.8;441.2;360
12;M;;3;1;1;12;1;1;0;15;PA;500.4;529.6;538.8;500.2;440
16;F;;2;1;2;0;2;3;0;35;SP;484.7;518.8;409.6;445.2;560
2;F;0;3;1;2;0;2;1;0;26;PE;;;;;
5;M;0;2;1;1;2;1;1;0;35;SP;;;;;
3;F;0;2;1;1;2;1;1;0;15;PA;;;;;
3;M;0;3;1;1;1;1;;0;50;MS;;;;;
4;F;0;1;1;1;2;1;1;0;35;SP;527.1;571;597.6;619.3;600
8;M;0;1;1;1;5;1;1;0;42;SC;580.4;693.1;638.4;723.8;680
3;M;0;3;1;2;0;2;1;0;42;SC;538;628;579.8;585.5;560
5;F;0;1;1;1;1;1;;0;23;CE;;;;;
2;F;0;3;1;2;0;2;1;0;15;PA;428.5;581.4;531.2;523.8;740
5;F;0;3;1;1;2;1;1;0;11;RO;524.4;455.4;540.8;515;520
2;M;0;1;1;2;0;1;1;0;35;SP;504.6;656.4;573.9;641.7;680
3;F;0;2;1;2;0;3;3;0;43;RS;476;576.8;519.4;613.2;600
13;F;1;2;1;1;12;1;1;0;33;RJ;509.6;570;409.8;440.8;280
2;M;0;3;1;2;0;4;1;0;24;RN;525.9;621.3;538.5;679.8;420
2;F;0;3;1;3;0;1;;1;24;RN;425.9;409.9;454.3;413.4;400
17;F;1;3;1;1;4;1;;0;33;RJ;;;;;
1;F;0;1;1;3;0;1;;1;11;RO;516.9;579.7;452.3;418.4;340
3;M;0;3;1;2;0;1;1;0;51;MT;433.7;562.3;478.1;486.8;300
4;M;0;1;1;1;3;1;1;0;31;MG;587;634.5;612.9;471.9;700
4;F;0;1;1;1;2;1;1;0;43;RS;;;;;
